30.102539	12.137695	43.141602	-10	0	0	0
29.692383	11.997070	43.909180	-10	0	0	0
29.071289	12.112305	44.331055	1	0	0	0
29.661133	12.766602	44.051758	-10	0	0	0
29.543945	12.852539	43.627930	-10	0	0	0
29.092773	12.233398	43.469727	1	0	0	0
29.329102	11.774414	42.756836	-10	0	0	0
28.762695	11.721680	42.762695	-10	0	0	0
28.348633	11.526367	42.487305	-10	0	0	0
27.817383	11.143555	42.815430	-10	0	0	0
28.434570	10.741211	43.106445	-10	0	0	0
28.895508	10.965820	42.649414	-10	0	0	0
29.161133	11.219727	43.565430	-10	0	0	0
29.448242	10.907227	44.247070	1	0	0	0
29.565430	11.276367	44.741211	-10	0	0	0
29.061523	11.618164	45.030273	-10	0	0	0
28.780273	11.397461	44.215820	1	0	0	0
28.721680	10.510742	43.840820	-10	0	0	0
27.860352	10.186523	43.473633	-10	0	0	0
27.307617	10.053711	43.071289	-10	0	0	0
27.049805	10.352539	43.833008	-10	0	0	0
26.485352	9.999023	43.155273	-10	0	0	0
26.280273	10.075195	43.520508	-10	0	0	0
26.561523	10.790039	42.977539	-10	0	0	0
26.190430	11.256836	43.104492	-10	0	0	0
26.952148	11.598633	43.159180	1	0	0	0
26.311523	12.055664	42.999023	-10	0	0	0
26.768555	12.405273	43.731445	-10	0	0	0
27.209961	12.450195	43.610352	1	0	0	0
27.225586	13.040039	43.924805	-10	0	0	0
27.666992	12.934570	44.188477	-10	0	0	0
27.803711	12.893555	43.299805	-10	0	0	0
27.971680	13.413086	43.602539	-10	0	0	0
28.856445	13.252930	43.512695	-10	0	0	0
28.776367	12.999023	43.883789	-10	0	0	0
28.190430	12.331055	43.795898	-10	0	0	0
27.620117	12.192383	44.424805	1	0	0	0
28.018555	11.336914	44.360352	-10	0	0	0
28.133789	11.555664	44.735352	-10	0	0	0
28.397461	12.010742	44.833008	1	0	0	0
28.118164	11.807617	45.520508	-10	0	0	0
28.352539	12.247070	46.200195	-10	0	0	0
28.954102	11.819336	46.143555	-10	0	0	0
28.913086	11.846680	46.864258	-10	0	0	0
29.786133	11.754883	46.674805	-10	0	0	0
30.274414	11.999023	47.299805	-10	0	0	0
30.790039	12.250977	46.778320	-10	0	0	0
30.567383	11.495117	46.305664	-10	0	0	0
30.297852	11.081055	46.733398	-10	0	0	0
29.770508	10.801758	46.260742	1	0	0	0
29.073242	10.514648	46.485352	-10	0	0	0
29.602539	10.053711	46.569336	-10	0	0	0
29.631836	10.821289	47.071289	1	0	0	0
29.065430	11.094727	47.069336	-10	0	0	0
28.366211	10.467773	46.954102	-10	0	0	0
28.555664	9.616211	46.811523	-10	0	0	0
28.856445	9.762695	46.512695	-10	0	0	0
28.143555	9.438477	46.196289	-10	0	0	0
28.311523	10.186523	46.166992	-10	0	0	0
28.557617	10.844727	46.012695	-10	0	0	0
29.235352	10.899414	45.518555	1	0	0	0
29.754883	11.094727	45.495117	-10	0	0	0
30.122070	10.565430	45.139648	-10	0	0	0
29.752930	10.428711	44.809570	1	0	0	0
29.577148	10.188477	43.911133	-10	0	0	0
29.149414	9.768555	44.635742	-10	0	0	0
30.129883	9.805664	44.450195	-10	0	0	0
31.088867	9.581055	44.426758	-10	0	0	0
31.233398	9.168945	45.250977	-10	0	0	0
30.407227	9.127930	45.018555	-10	0	0	0
29.782227	9.338867	44.999023	-10	0	0	0
30.297852	9.866211	45.497070	-10	0	0	0
30.540039	10.301758	45.875977	1	0	0	0
30.995117	9.610352	45.971680	-10	0	0	0
