2	5	16	39
5	2	13	63
13	16	63	5
16	2	13	39
25	28	37	-1
28	25	37	-1
37	39	28	25
39	2	16	37
49	52	60	72
52	49	-1	-1
60	49	63	72
63	13	60	5
72	49	75	60
75	72	83	86
83	75	86	113
86	83	113	75
113	86	116	83
116	113	124	127
124	116	127	-1
127	124	150	116
136	139	147	174
139	136	147	193
147	136	139	150
150	127	147	186
160	163	183	186
163	160	171	174
171	163	174	-1
174	163	171	136
183	160	186	197
186	150	183	160
193	197	139	-1
197	183	193	-1
