10.422852	44.147461	6.309570	1	0	0	0
10.758789	43.848633	7.002930	1	0	0	0
11.235352	43.727539	6.940430	1	0	0	0
11.754883	43.825195	7.217773	1	0	0	0
12.129883	44.096680	7.313477	1	0	0	0
12.596680	43.721680	7.356445	1	0	0	0
12.288086	43.221680	7.114258	1	0	0	0
12.047852	43.538086	7.895508	1	0	0	0
11.586914	44.108398	7.944336	1	0	0	0
10.809570	44.497070	8.165039	1	0	0	0
10.983398	43.809570	8.461914	1	0	0	0
10.944336	43.219727	8.961914	1	0	0	0
10.514648	43.688477	9.153320	1	0	0	0
10.545898	44.190430	9.405273	1	0	0	0
10.864258	44.512695	9.163086	1	0	0	0
11.155273	44.416992	9.961914	1	0	0	0
10.620117	44.592773	10.071289	1	0	0	0
10.299805	45.041992	10.364258	1	0	0	0
10.350586	45.438477	9.864258	1	0	0	0
10.674805	45.854492	10.393555	1	0	0	0
10.750977	46.157227	9.903320	1	0	0	0
10.596680	46.104492	9.059570	1	0	0	0
11.172852	45.620117	9.469727	1	0	0	0
11.776367	45.336914	9.727539	1	0	0	0
11.469727	45.901367	10.141602	1	0	0	0
11.143555	45.217773	10.241211	1	0	0	0
11.749023	45.194336	10.553711	1	0	0	0
12.379883	45.049805	10.211914	1	0	0	0
12.307617	44.444336	9.926758	1	0	0	0
13.041992	44.686523	9.901367	1	0	0	0
12.971680	44.506836	9.026367	1	0	0	0
13.440430	45.024414	9.307617	1	0	0	0
13.495117	45.844727	9.346680	1	0	0	0
12.985352	45.993164	9.108398	1	0	0	0
12.508789	46.157227	8.608398	1	0	0	0
12.362305	45.510742	8.473633	1	0	0	0
12.706055	45.260742	8.997070	1	0	0	0
12.479492	45.053711	9.416992	1	0	0	0
12.895508	45.436523	9.735352	1	0	0	0
12.295898	45.827148	10.063477	1	0	0	0
12.249023	46.465820	9.704102	1	0	0	0
11.811523	46.073242	9.446289	1	0	0	0
12.206055	45.817383	9.254883	1	0	0	0
11.674805	45.913086	8.616211	1	0	0	0
11.606445	45.211914	8.936523	1	0	0	0
11.639648	44.649414	9.379883	1	0	0	0
12.225586	44.258789	9.153320	1	0	0	0
12.192383	44.711914	8.772461	1	0	0	0
12.243164	44.479492	8.243164	1	0	0	0
11.833008	43.762695	8.624023	1	0	0	0
11.481445	43.948242	9.063477	1	0	0	0
11.436523	44.448242	8.645508	1	0	0	0
11.571289	44.854492	8.239258	1	0	0	0
10.979492	45.243164	8.413086	1	0	0	0
10.536133	45.688477	8.346680	1	0	0	0
10.549805	45.258789	9.116211	1	0	0	0
10.284180	44.975586	8.579102	1	0	0	0
10.198242	45.075195	7.981445	1	0	0	0
9.754883	45.389648	7.483398	1	0	0	0
9.569336	45.268555	6.772461	1	0	0	0
10.319336	45.186523	6.954102	1	0	0	0
10.458008	45.584961	7.137695	1	0	0	0
10.500977	45.672852	7.541992	1	0	0	0
10.911133	46.270508	7.905273	1	0	0	0
11.514648	45.559570	7.924805	1	0	0	0
11.188477	45.149414	7.620117	1	0	0	0
10.813477	44.946289	7.508789	1	0	0	0
10.711914	44.571289	7.323242	1	0	0	0
11.374023	44.522461	7.129883	1	0	0	0
11.463867	44.688477	6.422852	1	0	0	0
11.114258	45.192383	6.809570	1	0	0	0
11.625977	45.266602	6.958008	1	0	0	0
12.045898	44.915039	7.038086	1	0	0	0
11.975586	44.852539	7.543945	1	0	0	0
12.223633	45.247070	7.754883	1	0	0	0
12.196289	45.590820	7.432617	1	0	0	0
12.182617	46.030273	7.895508	1	0	0	0
11.749023	46.311523	7.713867	1	0	0	0
11.209961	45.942383	7.178711	1	0	0	0
11.536133	45.981445	6.604492	1	0	0	0
11.540039	45.450195	6.096680	1	0	0	0
11.166992	45.079102	5.407227	1	0	0	0
10.708008	45.413086	6.125977	1	0	0	0
10.131836	45.913086	6.405273	1	0	0	0
10.747070	46.092773	6.561523	1	0	0	0
10.807617	46.233398	5.954102	1	0	0	0
11.071289	45.877930	5.584961	1	0	0	0
11.674805	46.243164	5.874023	1	0	0	0
11.692383	46.362305	5.104492	1	0	0	0
11.266602	46.631836	5.319336	1	0	0	0
10.915039	47.045898	5.940430	1	0	0	0
11.219727	47.159180	6.416992	1	0	0	0
10.618164	47.577148	6.678711	1	0	0	0
10.301758	47.518555	6.084961	1	0	0	0
9.723633	48.135742	6.340820	1	0	0	0
9.377930	47.702148	5.790039	1	0	0	0
9.516602	47.592773	5.049805	1	0	0	0
9.690430	47.741211	4.491211	1	0	0	0
9.731445	47.016602	4.219727	1	0	0	0
9.922852	47.235352	3.885742	1	0	0	0
10.448242	47.133789	3.700195	1	0	0	0
10.762695	47.235352	4.098633	1	0	0	0
10.518555	47.541992	4.389648	1	0	0	0
10.235352	48.186523	4.102539	1	0	0	0
9.909180	48.051758	3.784180	1	0	0	0
10.749023	47.874023	3.586914	1	0	0	0
11.499023	48.211914	3.956055	1	0	0	0
11.641602	48.491211	4.483398	1	0	0	0
11.110352	48.012695	4.733398	1	0	0	0
10.819336	48.590820	4.561523	1	0	0	0
10.868164	48.649414	3.842773	1	0	0	0
11.270508	49.192383	4.252930	1	0	0	0
11.375977	49.778320	4.577148	1	0	0	0
11.325195	49.014648	5.018555	1	0	0	0
11.352539	48.532227	5.323242	1	0	0	0
10.854492	48.467773	5.344727	1	0	0	0
10.614258	48.836914	5.389648	1	0	0	0
10.051758	49.049805	6.188477	1	0	0	0
9.831055	48.875977	5.370117	1	0	0	0
9.577148	48.383789	4.946289	1	0	0	0
10.120117	48.381836	4.836914	1	0	0	0
10.239258	49.149414	4.764648	1	0	0	0
10.723633	49.600586	5.061523	1	0	0	0
11.079102	49.438477	5.692383	1	0	0	0
11.016602	48.893555	6.221680	1	0	0	0
10.522461	48.397461	6.094727	1	0	0	0
10.131836	48.166992	5.598633	1	0	0	0
9.260742	48.565430	5.813477	1	0	0	0
